22;1
22;2
22;6
22;7
22;9
22;11
22;37
22;40
22;20
36;1
36;3
36;6
36;7
36;10
36;39
36;40
36;21
36;27
42;1
42;3
42;6
42;27
42;26
42;28
42;29
42;21
42;20
50;1
50;2
50;4
50;5
50;6
50;7
50;8
50;28
50;29
50;22
50;33
85;1
85;2
85;3
85;29
85;28
85;8
85;6
85;9
85;11
85;12
91;1
91;2
91;19
91;20
91;29
91;8
91;9
91;14
91;37
91;36
92;1
92;4
92;19
92;20
92;29
92;8
92;10
92;36
92;35
105;1
105;2
105;21
105;31
105;32
105;11
114;1
114;2
114;39
114;10
114;9
114;27
114;25
124;1
124;3
124;20
124;39
124;12
124;13
124;37
124;36
124;35
132;2
132;4
132;5
132;6
132;7
134;2
134;3
134;5
134;7
134;8
134;9
135;2
135;5
135;6
135;10
139;2
139;5
139;6
139;8
139;9
139;13
139;14
155;2
155;3
155;5
155;7
155;10
155;11
155;40
155;29
155;30
157;2
157;3
157;4
157;5
157;7
157;10
157;11
157;39
157;21
157;30
157;32
158;2
158;3
158;4
158;5
158;7
158;8
158;9
158;11
158;29
158;30
158;31
158;32
158;33
167;2
167;5
167;6
167;7
167;8
167;27
167;21
171;2
171;3
171;4
171;29
171;20
171;22
171;23
178;2
178;4
178;6
178;21
178;30
178;32
178;33
178;40
206;2
206;22
206;28
206;7
206;6
208;2
208;3
208;21
208;29
208;28
208;8
208;7
208;9
239;2
239;4
239;20
239;40
239;11
239;10
239;8
239;26
262;3
262;5
262;7
262;8
262;9
262;11
276;3
276;4
276;6
276;7
276;11
276;40
276;20
276;22
301;3
301;4
301;5
301;6
301;29
301;21
301;22
301;30
301;31
301;32
313;3
313;8
313;29
313;21
313;40
313;13
313;38
315;3
315;5
315;6
315;7
315;40
315;39
315;12
315;36
339;3
339;28
339;8
339;7
339;9
339;14
369;3
369;20
369;11
369;10
369;8
369;12
376;3
376;19
376;39
376;12
376;37
376;35
380;4
380;3
380;2
384;4
384;2
384;6
384;7
387;4
387;3
387;5
387;6
387;7
387;8
387;9
387;10
397;4
397;7
397;8
397;36
397;39
410;4
410;6
410;9
410;10
410;11
410;39
410;29
410;30
410;31
410;32
410;33
422;4
422;5
422;6
422;22
424;4
424;5
424;21
424;20
424;24
427;4
427;6
427;7
427;8
427;28
427;21
427;31
427;32
431;4
431;5
431;6
431;7
431;28
431;29
431;30
431;31
431;33
431;40
431;39
455;4
455;19
455;21
455;28
467;4
467;21
467;8
467;9
467;13
467;14
467;38
468;4
468;20
468;21
468;29
468;28
468;8
468;10
468;11
468;12
468;37
477;4
477;19
477;20
477;21
477;8
477;27
477;26
477;31
483;4
483;19
483;30
483;33
483;11
487;4
487;19
487;20
487;21
487;30
487;31
487;40
487;11
487;7
488;4
488;19
488;20
488;21
488;30
488;40
488;39
488;10
488;6
495;4
495;19
495;21
495;39
495;28
495;12
497;4
497;20
497;40
497;11
497;10
497;28
497;13
497;14
516;5
516;19
516;22
516;23
519;5
519;4
519;19
519;21
519;22
519;23
519;29
519;28
536;5
536;4
536;21
536;28
536;8
536;9
536;39
536;27
542;5
542;20
542;21
542;28
542;27
542;26
542;30
542;33
554;5
554;19
554;21
554;39
554;11
554;10
554;9
554;8
554;26
554;25
580;5
580;6
580;7
580;9
580;12
580;38
580;36
580;35
590;5
590;9
590;39
590;20
590;19
590;2
590;18
634;5
634;7
634;8
634;29
634;21
634;39
634;12
634;13
635;5
635;28
635;29
635;21
635;12
635;13
635;14
637;5
637;6
637;8
637;28
637;40
637;38
649;6
649;5
649;4
649;3
649;2
649;18
649;17
655;6
655;5
655;23
683;6
683;5
683;19
683;20
683;21
683;32
683;39
684;6
684;4
684;20
684;21
684;33
684;11
685;6
685;4
685;21
685;32
685;33
685;10
689;6
689;5
689;20
689;40
689;10
689;9
689;8
689;27
690;6
690;5
690;4
690;20
690;40
690;39
690;9
690;8
690;27
690;26
695;6
695;4
695;19
695;21
695;40
695;8
695;12
695;13
696;6
696;4
696;20
696;21
696;11
696;10
696;9
696;28
696;13
696;14
714;6
714;9
714;11
714;13
714;37
728;6
728;40
728;21
728;19
728;18
728;17
732;6
732;7
732;8
732;9
732;10
732;11
732;39
732;21
732;20
732;19
732;18
732;17
732;22
732;23
732;24
734;6
734;7
734;9
734;11
734;40
734;22
734;23
734;29
734;28
741;6
741;9
741;39
741;33
741;42
745;6
745;8
745;26
745;28
746;6
746;7
746;8
746;28
746;29
747;6
747;7
747;27
747;28
747;21
753;6
753;7
753;27
753;28
753;21
753;19
753;3
753;1
761;6
761;7
761;8
761;29
761;21
761;22
761;23
761;30
768;6
768;7
768;31
768;33
768;40
768;39
768;11
771;6
771;7
771;28
771;29
771;40
771;10
771;12
795;7
795;17
795;19
795;23
795;24
823;7
823;6
823;30
823;32
823;10
824;7
824;6
824;5
824;21
824;32
824;40
824;39
824;11
824;10
824;9
835;7
835;5
835;4
835;19
835;20
835;40
835;39
835;11
835;12
835;13
835;14
835;38
842;7
842;19
842;20
842;21
842;41
842;9
866;7
866;8
866;9
866;10
866;39
866;40
866;20
866;19
866;17
866;16
869;7
869;8
869;11
869;40
869;20
869;19
869;18
869;23
869;24
872;7
872;11
872;29
872;30
906;7
906;28
906;29
906;30
906;31
906;32
906;40
906;11
916;7
916;8
916;28
916;29
916;40
916;39
916;11
916;36
916;35
923;8
923;4
923;3
964;8
964;10
964;38
981;8
981;9
981;10
981;40
981;20
981;18
981;17
983;8
983;9
983;10
983;11
983;19
983;18
983;22
989;8
989;9
989;10
989;11
989;40
989;21
989;29
989;30
989;31
992;8
992;40
992;29
992;31
992;32
992;33
992;34
998;8
998;27
998;26
998;28
1002;8
1002;27
1002;21
1002;19
1008;8
1008;29
1008;4
1008;2
1008;6
1013;8
1013;21
1013;4
1013;17
1013;22
1022;8
1022;28
1022;29
1022;31
1022;40
1022;39
1029;8
1029;28
1029;29
1029;40
1029;39
1029;10
1029;12
1029;13
1029;15
1033;8
1033;21
1033;12
1033;38
1033;36
1033;35
1035;8
1035;28
1035;29
1035;21
1035;39
1035;11
1035;38
1035;37
1035;42
1041;9
1041;3
1044;9
1044;6
1044;5
1044;4
1044;3
1044;18
1049;9
1049;7
1049;6
1049;5
1049;21
1070;9
1070;7
1070;5
1070;19
1070;20
1070;21
1070;39
1070;14
1070;38
1070;37
1070;36
1081;9
1081;8
1081;26
1081;21
1081;20
1081;19
1088;9
1088;28
1088;21
1088;2
1088;6
1088;7
1091;9
1091;28
1091;21
1091;4
1091;18
1091;17
1091;16
1095;9
1095;29
1095;21
1095;22
1095;30
1110;9
1110;8
1110;29
1110;39
1110;11
1110;12
1110;14
1110;36
1112;9
