22;1
22;2
22;3
22;4
22;5
22;6
22;7
22;8
22;9
22;10
22;11
22;38
22;37
22;36
22;39
22;40
22;21
22;20
36;1
36;2
36;3
36;4
36;5
36;6
36;7
36;8
36;9
36;10
36;11
36;39
36;40
36;21
36;41
36;27
42;1
42;2
42;3
42;4
42;5
42;6
42;7
42;8
42;27
42;26
42;28
42;29
42;21
42;20
50;1
50;2
50;3
50;4
50;5
50;6
50;7
50;8
50;28
50;29
50;21
50;22
50;23
50;30
50;31
50;32
50;33
85;1
85;2
85;3
85;4
85;19
85;20
85;21
85;29
85;28
85;8
85;7
85;6
85;9
85;10
85;11
85;12
91;1
91;2
91;3
91;4
91;19
91;20
91;21
91;29
91;28
91;8
91;9
91;10
91;11
91;12
91;13
91;14
91;38
91;37
91;36
92;1
92;2
92;3
92;4
92;19
92;20
92;21
92;29
92;28
92;8
92;9
92;10
92;11
92;12
92;13
92;14
92;38
92;37
92;36
92;35
105;1
105;2
105;3
105;4
105;19
105;20
105;21
105;30
105;31
105;32
105;33
105;40
105;39
105;11
114;1
114;2
114;3
114;4
114;19
114;20
114;21
114;40
114;39
114;11
114;10
114;9
114;8
114;7
114;6
114;27
114;26
114;25
124;1
124;2
124;3
124;4
124;19
124;20
124;21
124;40
124;39
124;11
124;12
124;13
124;14
124;38
124;37
124;36
124;35
132;2
132;3
132;4
132;5
132;6
132;7
134;2
134;3
134;4
134;5
134;6
134;7
134;8
134;9
135;2
135;3
135;4
135;5
135;6
135;7
135;8
135;9
135;10
139;2
139;3
139;4
139;5
139;6
139;7
139;8
139;9
139;10
139;11
139;12
139;13
139;14
155;2
155;3
155;4
155;5
155;6
155;7
155;8
155;9
155;10
155;11
155;39
155;40
155;21
155;29
155;30
157;2
157;3
157;4
157;5
157;6
157;7
157;8
157;9
157;10
157;11
157;39
157;40
157;21
157;29
157;30
157;31
157;32
158;2
158;3
158;4
158;5
158;6
158;7
158;8
158;9
158;10
158;11
158;39
158;40
158;21
158;29
158;30
158;31
158;32
158;33
167;2
167;3
167;4
167;5
167;6
167;7
167;8
167;27
167;26
167;28
167;29
167;21
171;2
171;3
171;4
171;5
171;6
171;7
171;8
171;28
171;29
171;21
171;20
171;22
171;23
178;2
178;3
178;4
178;5
178;6
178;7
178;8
178;28
178;29
178;21
178;30
178;31
178;32
178;33
178;40
206;2
206;3
206;4
206;19
206;20
206;21
206;22
206;23
206;29
206;28
206;8
206;7
206;6
208;2
208;3
208;4
208;19
208;20
208;21
208;29
208;28
208;8
208;7
208;6
208;9
239;2
239;3
239;4
239;19
239;20
239;21
239;40
239;39
239;11
239;10
239;9
239;8
239;7
239;6
239;27
239;26
262;3
262;2
262;4
262;5
262;6
262;7
262;8
262;9
262;10
262;11
276;3
276;4
276;5
276;6
276;7
276;8
276;9
276;10
276;11
276;39
276;40
276;21
276;20
276;22
301;3
301;4
301;5
301;6
301;7
301;8
301;28
301;29
301;21
301;22
301;23
301;30
301;31
301;32
313;3
313;4
313;5
313;6
313;7
313;8
313;28
313;29
313;21
313;40
313;39
313;11
313;12
313;13
313;14
313;38
315;3
315;4
315;5
315;6
315;7
315;8
315;28
315;29
315;21
315;40
315;39
315;11
315;12
315;13
315;14
315;38
315;37
315;36
339;3
339;4
339;19
339;20
339;21
339;29
339;28
339;8
339;7
339;6
339;9
339;10
339;11
339;12
339;13
339;14
369;3
369;4
369;19
369;20
369;21
369;40
369;39
369;11
369;10
369;9
369;8
369;28
369;12
376;3
376;4
376;19
376;20
376;21
376;40
376;39
376;11
376;12
376;13
376;14
376;38
376;37
376;36
376;35
380;4
380;3
380;2
384;4
384;3
384;2
384;5
384;6
384;7
387;4
387;3
387;2
387;5
387;6
387;7
387;8
387;9
387;10
397;4
397;5
397;6
397;7
397;8
397;9
397;10
397;11
397;38
397;37
397;36
397;39
410;4
410;5
410;6
410;7
410;8
410;9
410;10
410;11
410;39
410;40
410;21
410;29
410;30
410;31
410;32
410;33
422;4
422;5
422;6
422;7
422;8
422;28
422;29
422;21
422;20
422;22
424;4
424;5
424;6
424;7
424;8
424;28
424;29
424;21
424;20
424;22
424;23
424;24
427;4
427;5
427;6
427;7
427;8
427;28
427;29
427;21
427;22
427;23
427;30
427;31
427;32
431;4
431;5
431;6
431;7
431;8
431;28
431;29
431;21
431;30
431;31
431;32
431;33
431;40
431;39
455;4
455;19
455;20
455;21
455;22
455;23
455;29
455;28
467;4
467;19
467;20
467;21
467;29
467;28
467;8
467;9
467;10
467;11
467;12
467;13
467;14
467;38
468;4
468;19
468;20
468;21
468;29
468;28
468;8
468;9
468;10
468;11
468;12
468;13
468;14
468;38
468;37
477;4
477;19
477;20
477;21
477;29
477;28
477;8
477;27
477;26
477;30
477;31
483;4
483;19
483;20
483;21
483;30
483;31
483;32
483;33
483;40
483;39
483;11
487;4
487;19
487;20
487;21
487;30
487;31
487;32
487;33
487;40
487;39
487;11
487;10
487;9
487;8
487;7
488;4
488;19
488;20
488;21
488;30
488;31
488;32
488;33
488;40
488;39
488;11
488;10
488;9
488;8
488;7
488;6
495;4
495;19
495;20
495;21
495;40
495;39
495;11
495;10
495;9
495;8
495;28
495;12
497;4
497;19
497;20
497;21
497;40
497;39
497;11
497;10
497;9
497;8
497;28
497;12
497;13
497;14
516;5
516;4
516;18
516;17
516;19
516;20
516;21
516;22
516;23
519;5
519;4
519;19
519;20
519;21
519;22
519;23
519;29
519;28
536;5
536;4
536;19
536;20
536;21
536;29
536;28
536;8
536;9
536;10
536;11
536;39
536;27
542;5
542;4
542;19
542;20
542;21
542;29
542;28
542;8
542;27
542;26
542;30
542;31
542;32
542;33
554;5
554;4
554;19
554;20
554;21
554;40
554;39
554;11
554;10
554;9
554;8
554;7
554;27
554;26
554;25
580;5
580;6
580;7
580;8
580;9
580;10
580;11
580;12
580;13
580;14
580;38
580;37
580;36
580;35
590;5
590;6
590;7
590;8
590;9
590;10
590;11
590;39
590;40
590;21
590;20
590;19
590;4
590;3
590;2
590;18
634;5
634;6
634;7
634;8
634;28
634;29
634;21
634;40
634;39
634;11
634;10
634;12
634;13
635;5
635;6
635;7
635;8
635;28
635;29
635;21
635;40
635;39
635;11
635;10
635;12
635;13
635;14
637;5
637;6
637;7
637;8
637;28
637;29
637;21
637;40
637;39
637;11
637;12
637;13
637;14
637;38
649;6
649;5
649;4
649;3
649;2
649;18
649;17
655;6
655;5
655;4
655;18
655;17
655;19
655;20
655;21
655;22
655;23
683;6
683;5
683;4
683;19
683;20
683;21
683;30
683;31
683;32
683;33
683;40
683;39
684;6
684;5
684;4
684;19
684;20
684;21
684;30
684;31
684;32
684;33
684;40
684;39
684;11
685;6
